Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit,Poll
Labour,Male,55-64,Scotland,AB,Liberal Democrats,Remain,survation-27-apr
Labour,Female,35-44,Scotland,DE,Conservative,Remain,survation-27-apr
Labour,Male,18-34,South,C1,Labour,Leave,survation-27-apr
Labour,Female,18-34,Midlands,AB,Liberal Democrats,Leave,survation-27-apr
Labour,Male,45-54,London,C2,Other,Leave,survation-27-apr
Labour,Male,18-34,South,C2,Other,Remain,survation-27-apr
Labour,Male,55-64,North,C1,Other,Leave,survation-27-apr
Labour,Female,35-44,Wales,AB,Other,Remain,survation-27-apr
Labour,Male,35-44,London,DE,Conservative,Remain,survation-27-apr
Labour,Male,35-44,Scotland,AB,Other,Remain,survation-27-apr
Labour,Female,55-64,North,C2,Conservative,Leave,survation-27-apr
Labour,Female,35-44,London,DE,Labour,Remain,survation-27-apr
Labour,Male,45-54,London,C1,Other,Leave,survation-27-apr
Labour,Female,65+,South,C1,Labour,Remain,survation-27-apr
Labour,Male,45-54,South,C1,Liberal Democrats,Leave,survation-27-apr
Labour,Male,55-64,Midlands,C1,Liberal Democrats,Leave,survation-27-apr
Labour,Male,55-64,South,C2,Liberal Democrats,Remain,survation-27-apr
Labour,Female,35-44,North,C2,Labour,Leave,survation-27-apr
Labour,Female,45-54,London,C2,Conservative,Remain,survation-27-apr
Labour,Female,18-34,Midlands,AB,Other,Remain,survation-27-apr
Labour,Male,18-34,London,DE,Liberal Democrats,Leave,survation-27-apr
Labour,Female,65+,Scotland,DE,Liberal Democrats,Remain,survation-27-apr
Labour,Male,65+,Scotland,C1,Conservative,Remain,survation-27-apr
Labour,Female,35-44,Wales,C2,Conservative,Leave,survation-27-apr
Labour,Female,18-34,London,C2,Other,Leave,survation-27-apr
Labour,Male,65+,South,C2,Labour,Remain,survation-27-apr
Labour,Female,55-64,Scotland,C1,Conservative,Remain,survation-27-apr
Labour,Female,35-44,South,AB,Labour,Remain,survation-27-apr
Labour,Female,55-64,London,DE,Liberal Democrats,Leave,survation-27-apr
Labour,Male,45-54,North,C1,Labour,Leave,survation-27-apr
Labour,Female,65+,Scotland,DE,Liberal Democrats,Remain,survation-27-apr
Labour,Female,65+,Scotland,C2,Labour,Remain,survation-27-apr
Labour,Male,65+,South,C2,Labour,Leave,survation-27-apr
Labour,Female,35-44,London,C2,Liberal Democrats,Remain,survation-27-apr
Labour,Female,18-34,South,AB,Liberal Democrats,Remain,survation-27-apr
Labour,Female,45-54,Wales,C1,Liberal Democrats,Leave,survation-27-apr
Labour,Female,18-34,Midlands,DE,Liberal Democrats,Leave,survation-27-apr
Labour,Female,35-44,Scotland,AB,Labour,Remain,survation-27-apr
Labour,Female,65+,London,DE,Labour,Remain,survation-27-apr
Labour,Male,35-44,Wales,AB,Labour,Leave,survation-27-apr
Labour,Female,65+,Scotland,AB,Labour,Leave,survation-27-apr
Labour,Male,65+,Wales,DE,Labour,Leave,survation-27-apr
Labour,Female,35-44,Midlands,C1,Labour,Leave,survation-27-apr
Labour,Male,65+,London,C1,Labour,Remain,survation-27-apr
Labour,Male,55-64,Wales,DE,Labour,Leave,survation-27-apr
Labour,Female,55-64,South,C1,Labour,Leave,survation-27-apr
Labour,Male,55-64,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,18-34,London,C2,Labour,Leave,survation-27-apr
Labour,Male,18-34,South,DE,Labour,Leave,survation-27-apr
Labour,Male,45-54,Scotland,AB,Labour,Remain,survation-27-apr
Labour,Female,45-54,Scotland,C1,Labour,Leave,survation-27-apr
Labour,Male,55-64,North,C2,Labour,Remain,survation-27-apr
Labour,Male,35-44,Midlands,AB,Labour,Remain,survation-27-apr
Labour,Male,35-44,Scotland,DE,Labour,Leave,survation-27-apr
Labour,Female,45-54,Scotland,C1,Labour,Leave,survation-27-apr
Labour,Female,35-44,Scotland,C2,Labour,Leave,survation-27-apr
Labour,Male,65+,Wales,C2,Labour,Leave,survation-27-apr
Labour,Male,45-54,London,C1,Labour,Leave,survation-27-apr
Labour,Male,35-44,Scotland,AB,Labour,Remain,survation-27-apr
Labour,Female,35-44,Scotland,AB,Labour,Remain,survation-27-apr
Labour,Male,18-34,Midlands,C2,Labour,Remain,survation-27-apr
Labour,Female,18-34,Scotland,AB,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,C1,Labour,Leave,survation-27-apr
Labour,Female,45-54,Wales,C1,Labour,Leave,survation-27-apr
Labour,Male,45-54,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,65+,London,DE,Labour,Remain,survation-27-apr
Labour,Female,18-34,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,65+,Scotland,DE,Labour,Remain,survation-27-apr
Labour,Male,45-54,North,C2,Labour,Leave,survation-27-apr
Labour,Female,45-54,Wales,C1,Labour,Leave,survation-27-apr
Labour,Female,35-44,South,C1,Labour,Remain,survation-27-apr
Labour,Male,18-34,London,AB,Labour,Remain,survation-27-apr
Labour,Female,35-44,North,AB,Labour,Remain,survation-27-apr
Labour,Female,45-54,Wales,AB,Labour,Remain,survation-27-apr
Labour,Male,55-64,Wales,AB,Labour,Leave,survation-27-apr
Labour,Male,18-34,Wales,C1,Labour,Remain,survation-27-apr
Labour,Female,55-64,Midlands,C1,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,C2,Labour,Leave,survation-27-apr
Labour,Male,18-34,Midlands,AB,Labour,Leave,survation-27-apr
Labour,Male,55-64,Midlands,C1,Labour,Leave,survation-27-apr
Labour,Female,45-54,North,DE,Labour,Leave,survation-27-apr
Labour,Male,18-34,South,DE,Labour,Remain,survation-27-apr
Labour,Male,18-34,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,55-64,Wales,C2,Labour,Leave,survation-27-apr
Labour,Male,65+,Wales,AB,Labour,Leave,survation-27-apr
Labour,Female,45-54,London,AB,Labour,Remain,survation-27-apr
Labour,Female,55-64,North,C1,Labour,Remain,survation-27-apr
Labour,Female,55-64,London,DE,Labour,Leave,survation-27-apr
Labour,Female,18-34,Midlands,C1,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,AB,Labour,Remain,survation-27-apr
Labour,Female,65+,London,C1,Labour,Remain,survation-27-apr
Labour,Female,65+,South,C1,Labour,Leave,survation-27-apr
Labour,Male,35-44,North,C2,Labour,Remain,survation-27-apr
Labour,Female,45-54,London,AB,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,DE,Labour,Leave,survation-27-apr
Labour,Female,65+,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,65+,South,AB,Labour,Remain,survation-27-apr
Labour,Female,55-64,North,C1,Labour,Leave,survation-27-apr
Labour,Male,55-64,Wales,AB,Labour,Remain,survation-27-apr
Labour,Male,45-54,London,AB,Labour,Remain,survation-27-apr
Labour,Female,18-34,Wales,C2,Labour,Leave,survation-27-apr
Labour,Male,65+,South,AB,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,AB,Labour,Leave,survation-27-apr
Labour,Male,45-54,London,C1,Labour,Leave,survation-27-apr
Labour,Female,55-64,South,AB,Labour,Remain,survation-27-apr
Labour,Male,65+,London,C2,Labour,Remain,survation-27-apr
Labour,Female,65+,London,C2,Labour,Remain,survation-27-apr
Labour,Male,65+,North,AB,Labour,Leave,survation-27-apr
Labour,Female,55-64,South,DE,Labour,Remain,survation-27-apr
Labour,Female,35-44,Wales,C1,Labour,Remain,survation-27-apr
Labour,Female,65+,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,65+,South,C1,Labour,Remain,survation-27-apr
Labour,Male,18-34,Wales,C2,Labour,Remain,survation-27-apr
Labour,Female,45-54,South,C2,Labour,Remain,survation-27-apr
Labour,Female,45-54,Wales,C1,Labour,Remain,survation-27-apr
Labour,Male,65+,London,DE,Labour,Remain,survation-27-apr
Labour,Female,55-64,Wales,C1,Labour,Remain,survation-27-apr
Labour,Female,55-64,Wales,C2,Labour,Remain,survation-27-apr
Labour,Female,65+,Midlands,C2,Labour,Remain,survation-27-apr
Labour,Female,55-64,South,AB,Labour,Remain,survation-27-apr
Labour,Male,18-34,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,35-44,London,DE,Labour,Remain,survation-27-apr
Labour,Female,18-34,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,18-34,North,C2,Labour,Remain,survation-27-apr
Labour,Female,45-54,London,DE,Labour,Remain,survation-27-apr
Labour,Female,35-44,Wales,C1,Labour,Remain,survation-27-apr
Labour,Male,18-34,London,C1,Labour,Remain,survation-27-apr
Labour,Female,45-54,London,AB,Labour,Remain,survation-27-apr
Labour,Male,65+,Wales,C2,Labour,Remain,survation-27-apr
Labour,Female,35-44,South,DE,Labour,Remain,survation-27-apr
Labour,Female,45-54,London,C1,Labour,Remain,survation-27-apr
Labour,Female,45-54,Midlands,C1,Labour,Remain,survation-27-apr
Labour,Female,45-54,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,55-64,Wales,C1,Labour,Remain,survation-27-apr
Labour,Male,55-64,South,DE,Labour,Remain,survation-27-apr
Labour,Male,18-34,Midlands,AB,Labour,Remain,survation-27-apr
Labour,Male,35-44,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Female,45-54,North,C1,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,AB,Labour,Remain,survation-27-apr
Labour,Male,45-54,Wales,C2,Labour,Remain,survation-27-apr
Labour,Female,18-34,North,C1,Labour,Remain,survation-27-apr
Labour,Female,45-54,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,18-34,North,C2,Labour,Remain,survation-27-apr
Labour,Male,45-54,Wales,DE,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,DE,Labour,Remain,survation-27-apr
Labour,Male,45-54,Midlands,AB,Labour,Remain,survation-27-apr
Labour,Male,65+,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Female,35-44,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,C1,Labour,Remain,survation-27-apr
Labour,Female,35-44,South,C2,Labour,Remain,survation-27-apr
Labour,Male,65+,North,C2,Labour,Remain,survation-27-apr
Labour,Male,65+,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,35-44,North,DE,Labour,Remain,survation-27-apr
Labour,Male,45-54,North,DE,Labour,Remain,survation-27-apr
Labour,Male,18-34,South,AB,Labour,Remain,survation-27-apr
Labour,Male,18-34,South,DE,Labour,Remain,survation-27-apr
Labour,Female,35-44,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,35-44,South,DE,Labour,Remain,survation-27-apr
Labour,Male,55-64,Midlands,C2,Labour,Remain,survation-27-apr
Labour,Female,55-64,Wales,DE,Labour,Remain,survation-27-apr
Labour,Female,18-34,South,DE,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,C2,Labour,Remain,survation-27-apr
Labour,Female,45-54,South,AB,Labour,Remain,survation-27-apr
Labour,Female,35-44,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,35-44,North,AB,Labour,Remain,survation-27-apr
Labour,Male,65+,South,AB,Labour,Remain,survation-27-apr
Labour,Female,45-54,South,C2,Labour,Remain,survation-27-apr
Labour,Female,65+,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,AB,Labour,Remain,survation-27-apr
Labour,Female,65+,South,C2,Labour,Remain,survation-27-apr
Labour,Male,65+,South,DE,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,C2,Labour,Remain,survation-27-apr
Labour,Male,45-54,North,DE,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,DE,Labour,Remain,survation-27-apr
Labour,Female,35-44,North,AB,Labour,Remain,survation-27-apr
Labour,Male,65+,South,DE,Labour,Remain,survation-27-apr
Labour,Male,65+,Midlands,C2,Labour,Remain,survation-27-apr
Labour,Male,55-64,Wales,AB,Labour,Remain,survation-27-apr
Labour,Female,18-34,North,DE,Labour,Remain,survation-27-apr
Labour,Female,35-44,Wales,DE,Labour,Remain,survation-27-apr
Labour,Male,55-64,South,C2,Labour,Remain,survation-27-apr
Labour,Female,18-34,North,C2,Labour,Remain,survation-27-apr
Labour,Male,35-44,South,C2,Labour,Remain,survation-27-apr
Labour,Male,18-34,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,65+,South,DE,Labour,Remain,survation-27-apr
Labour,Male,35-44,North,AB,Labour,Remain,survation-27-apr
Labour,Male,45-54,Wales,C2,Labour,Remain,survation-27-apr
Labour,Male,45-54,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,18-34,Midlands,AB,Labour,Remain,survation-27-apr
Labour,Male,45-54,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,18-34,South,AB,Labour,Remain,survation-27-apr
Labour,Male,45-54,South,C2,Labour,Remain,survation-27-apr
Labour,Male,18-34,Wales,C2,Labour,Remain,survation-27-apr
Labour,Female,18-34,South,C2,Labour,Remain,survation-27-apr
Labour,Female,18-34,Midlands,AB,Labour,Remain,survation-27-apr
Labour,Female,18-34,Wales,C2,Labour,Remain,survation-27-apr
Labour,Female,45-54,North,DE,Labour,Remain,survation-27-apr
Labour,Female,45-54,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Female,18-34,Midlands,DE,Labour,Remain,survation-27-apr
Labour,Male,18-34,Wales,DE,Labour,Remain,survation-27-apr
Labour,Female,18-34,South,AB,Labour,Remain,survation-27-apr
Labour,Female,18-34,Wales,AB,Labour,Remain,survation-27-apr
Labour,Male,18-34,North,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Midlands,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,South,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Midlands,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,North,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,North,AB,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,AB,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Midlands,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,North,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,North,AB,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Midlands,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Midlands,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,South,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,South,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,DE,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Midlands,AB,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,South,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,AB,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Midlands,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,Midlands,AB,Labour,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,North,AB,Labour,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,Midlands,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,North,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,DE,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,DE,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,Wales,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,AB,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,South,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,DE,Did not vote,Did not vote,survation-27-apr
Labour,Male,18-34,Midlands,AB,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,South,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,South,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,North,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,Wales,DE,Did not vote,Did not vote,survation-27-apr
Labour,Female,18-34,South,DE,Did not vote,Did not vote,survation-27-apr
Liberal Democrats,Female,35-44,London,AB,Other,Leave,survation-27-apr
Liberal Democrats,Male,45-54,North,AB,Conservative,Leave,survation-27-apr
Liberal Democrats,Male,65+,South,DE,Conservative,Leave,survation-27-apr
Liberal Democrats,Female,35-44,Wales,C1,Labour,Remain,survation-27-apr
Liberal Democrats,Female,35-44,Wales,C2,Liberal Democrats,Leave,survation-27-apr
